Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
14.0,paula mejias,PUR,5.1,7.466,-0.1,12.466,2019,Qual
15.0,aneta holasova,CZE,4.7,7.833,-0.1,12.433,2019,Qual
16.0,adela sajn,SLO,4.4,8.0,0.0,12.4,2019,Qual
20.0,zhao shiting,CHN,5.1,7.1,0.0,12.2,2019,Qual
21.0,lai pin-ju,TPE,4.7,7.3,0.0,12.0,2019,Qual
23.0,csenge bacskay,HUN,4.4,7.433,-0.1,11.733,2019,Qual
24.0,demet mutlu,TUR,4.6,6.9,0.0,11.5,2019,Qual
26.0,ominakhon khalilova,UZB,4.6,7.166,-0.3,11.466,2019,Qual
28.0,gabriela janik,POL,4.5,6.933,-0.3,11.133,2019,Qual
29.0,marina nekrasova,AZE,4.1,6.666,0.0,10.766,2019,Qual
1.0,larisa iordache,eu,5.6,7.85,0.0,13.45,2020,0
3.0,lihie raz,eu,4.9,7.85,0.0,12.75,2020,0
4.0,diana varinska,eu,4.7,7.95,0.0,12.65,2020,0
6.0,angelina radivilova,eu,5.0,7.6,0.0,12.6,2020,0
1.0,carlotta ferlito,ITA,5.3,7.9,0.0,13.2,2019,0
4.0,farah ann abdul hadi,MAS,4.6,7.95,0.0,12.55,2019,0
6.0,lilia akhaimova,RUS,5.5,6.75,0.0,12.25,2019,0
7.0,jessica dowling,CAN,4.6,7.45,0.1,11.95,2019,0
8.0,barbora mokosova,SVK,4.7,7.1,0.0,11.8,2019,0
1.0,larisa iordache,ROU,5.8,8.625,0.0,14.425,2014,final
2.0,diana bulimar,ROU,5.7,8.6,0.0,14.3,2014,final
3.0,isabela onyshko,CAN,5.5,8.325,-0.1,13.725,2014,final
4.0,lauren mitchell,AUS,5.5,8.075,-0.1,13.475,2014,final
5.0,charlotte sullivan,NZL,5.5,7.45,0.0,12.95,2014,final
6.0,dorina böczögö,HUN,5.5,7.8,-0.5,12.8,2014,final
7.0,sasa golob,SLO,5.3,7.825,-0.4,12.725,2014,final
8.0,laura schulte,SUI,5.0,7.675,-0.1,12.575,2014,final
1.0,larisa iordache,ROU,5.8,8.75,0.0,14.55,2014,qual
2.0,diana bulimar,ROU,5.6,8.75,0.0,14.35,2014,qual
3.0,lauren mitchell,AUS,5.8,8.5,0.0,14.3,2014,qual
4.0,isabela onyshko,CAN,5.6,8.3,0.0,13.9,2014,qual
5.0,dorina böczögö,HUN,5.3,8.2,0.0,13.5,2014,qual
6.0,sasa golob,SLO,5.4,8.25,-0.3,13.35,2014,qual
7.0,charlotte sullivan,NZL,5.5,7.7,0.0,13.2,2014,qual
9.0,laura schulte,SUI,5.0,7.85,0.0,12.85,2014,qual
10.0,jana sikulova,CZE,4.8,8.15,-0.2,12.75,2014,qual
16.0,demet mutlu,TUR,4.0,8.2,0.0,12.2,2014,qual
19.0,anastasiya yekimenka,BLR,4.7,7.45,-0.1,12.05,2014,qual
20.0,courtney mcgregor,NZL,5.5,6.45,0.0,11.95,2014,qual
1.0,maegan chant,CAN,5.7,8.05,0.0,13.75,2013,final
2.0,anna dementyeva,RUS,5.8,7.875,-0.1,13.575,2013,final
3.0,noel van klaveren,NED,5.4,8.075,0.0,13.475,2013,final
4.0,cagla akyol,GER,5.3,8.0,-0.2,13.1,2013,final
5.0,jessica lopez,VEN,5.6,7.575,-0.3,12.875,2013,final
6.0,silvia colussi pelaez,ESP,5.2,7.875,-0.3,12.775,2013,final
7.0,jasmin mader,AUT,4.9,7.85,0.0,12.75,2013,final
7.0,filipa martins,POR,4.7,8.05,0.0,12.75,2013,final
1.0,anna dementyeva,RUS,5.8,8.2,0.0,14.0,2013,qual
2.0,silvia colussi pelaez,ESP,5.5,7.95,0.0,13.45,2013,qual
3.0,maegan chant,CAN,5.7,7.75,0.0,13.45,2013,qual
4.0,noel van klaveren,NED,5.2,7.95,0.0,13.15,2013,qual
5.0,filipa martins,POR,4.7,7.9,0.0,12.6,2013,qual
6.0,jessica lopez,VEN,4.8,7.8,0.0,12.6,2013,qual
7.0,jasmin mader,AUT,4.9,7.7,0.0,12.6,2013,qual
8.0,cagla akyol,GER,5.2,7.6,-0.3,12.5,2013,qual
9.0,jana sikulova,CZE,4.8,7.65,-0.1,12.35,2013,qual
13.0,oksana chusovitina,UZB,5.0,7.05,-0.1,11.95,2013,qual
15.0,barbora mokosova,SVK,4.4,7.45,0.0,11.85,2013,qual
16.0,dilnoza abdusalimova,UZB,4.4,7.45,0.0,11.85,2013,qual
21.0,paula mejias,PUR,5.2,6.05,-0.1,11.15,2013,qual
22.0,roxana popa,ESP,5.2,5.85,0.0,11.05,2013,qual
1.0,vanessa ferrari,ITA,5.2,8.4,0.0,13.6,2019,final
2.0,paula mejias,PUR,4.7,7.833,0.0,12.533,2019,final
3.0,zhao shiting,CHN,5.1,7.266,-0.1,12.266,2019,final
4.0,emma nedov,AUS,4.9,7.333,-0.4,11.833,2019,final
5.0,lai pin-ju,TPE,4.6,7.233,-0.1,11.733,2019,final
6.0,valeriia osipova,UKR,5.0,6.633,0.0,11.633,2019,final
7.0,aida bauyrzhanova,KAZ,4.4,6.6,0.0,11.0,2019,final
8.0,ting hua-tien,TPE,4.6,5.966,0.0,10.566,2019,final
1.0,vanessa ferrari,ITA,5.2,8.1,0.0,13.3,2019,qual
2.0,emma nedov,AUS,4.7,8.1,0.0,12.8,2019,qual
3.0,zhao shiting,CHN,4.9,7.866,0.0,12.766,2019,qual
4.0,paula mejias,PUR,5.0,7.666,-0.1,12.566,2019,qual
5.0,valeriia osipova,UKR,5.0,7.4,0.0,12.4,2019,qual
6.0,lai pin-ju,TPE,4.8,7.366,-0.1,12.066,2019,qual
7.0,ting hua-tien,TPE,4.4,7.466,0.0,11.866,2019,qual
8.0,aida bauyrzhanova,KAZ,4.5,7.333,0.0,11.833,2019,qual
9.0,kate sayer,AUS,4.7,7.033,0.0,11.733,2019,qual
2.0,flavia saraiva,BRA,5.3,8.6,0.0,13.9,2018,final
5.0,angelina melnikova,RUS,5.9,7.533,-0.3,13.133,2018,final
6.0,carolyne pedro,BRA,5.1,7.8,0.0,12.9,2018,final
1.0,ksenia afanasyeva,RUS,6.1,9.033,0.0,15.133,2011,final
3.0,aly raisman,USA,6.1,8.9,0.0,15.0,2011,final
5.0,lauren mitchell,AUS,6.3,8.433,0.0,14.733,2011,final
1.0,simone biles,USA,6.5,8.5,0.0,15.0,2013,final
2.0,vanessa ferrari,ITA,6.2,8.433,0.0,14.633,2013,final
3.0,larisa iordache,ROU,6.1,8.5,0.0,14.6,2013,final
4.0,mai murakami,JPN,6.2,8.266,0.0,14.466,2013,final
5.0,giulia steingruber,SUI,6.1,8.233,0.0,14.333,2013,final
8.0,ellie black,CAN,5.7,7.966,0.1,13.566,2013,final
1.0,simone biles,USA,6.4,8.933,0.0,15.333,2014,final
2.0,larisa iordache,ROU,6.3,8.5,0.0,14.8,2014,final
4.0,mykayla skinner,USA,6.5,8.2,0.0,14.7,2014,final
5.0,vanessa ferrari,ITA,6.3,8.366,0.0,14.666,2014,final
7.0,erika fasana,ITA,5.7,8.2,0.0,13.9,2014,final
8.0,claudia fragapane,GBR,6.0,7.4,0.3,13.1,2014,final
1.0,simone biles,USA,6.8,9.0,0.0,15.8,2015,final
2.0,ksenia afanasyeva,RUS,6.4,8.7,0.0,15.1,2015,final
6.0,ellie downie,GBR,6.0,8.733,0.0,14.733,2015,final
7.0,claudia fragapane,GBR,6.2,8.366,-0.1,14.466,2015,final
8.0,lieke wevers,NED,5.4,8.7,0.0,14.1,2015,final
1.0,mai murakami,0,5.9,8.333,0.0,14.233,2017,final
2.0,jade carey,0,5.7,8.5,0.0,14.2,2017,final
3.0,claudia fragapane,0,5.6,8.333,0.0,13.933,2017,final
5.0,brooklyn moors,0,5.2,8.45,0.0,13.65,2017,final
6.0,lara mori,0,5.4,7.866,0.0,13.266,2017,final
7.0,ellie black,0,5.3,7.9,-0.3,12.9,2017,final
8.0,vanessa ferrari,0,2.0,8.233,-6.3,3.933,2017,final
1.0,simone biles,0,6.7,8.533,0.3,14.933,2018,final
3.0,mai murakami,0,5.7,8.166,0.0,13.866,2018,final
4.0,angelina melnikova,0,5.7,8.133,0.0,13.833,2018,final
5.0,flávia saraiva,0,5.5,8.366,0.1,13.766,2018,final
6.0,mélanie de jesus dos santos,0,5.5,8.233,0.3,13.433,2018,final
7.0,lilia akhaimova,0,5.8,7.566,0.0,13.366,2018,final
8.0,brooklyn moors,0,5.4,7.666,0.0,13.066,2018,final
1.0,simone biles,0,6.7,8.533,0.1,15.133,2019,final
3.0,angelina melnikova,0,5.8,8.266,0.0,14.066,2019,final
4.0,flávia saraiva,0,5.5,8.466,0.0,13.966,2019,final
5.0,mélanie de jesus dos santos,0,5.5,8.433,0.1,13.833,2019,final
6.0,roxana popa,0,5.4,8.4,0.0,13.8,2019,final
7.0,brooklyn moors,0,5.3,8.4,0.1,13.6,2019,final
8.0,lilia akhaimova,0,6.0,7.8,0.3,13.5,2019,final
1.0,amy tinkler,GBR,5.7,8.75,0.0,14.45,2015,final
2.0,claudia fragapane,GBR,6.1,8.45,-0.3,14.25,2015,final
0.0,kelly simm,GBR,5.6,7.95,0.0,13.55,2015,final
1.0,simone biles,USA,6.8,9.25,0.0,16.05,2015,final
2.0,erika fasana,ITA,6.0,8.9,0.0,14.9,2015,final
3.0,aly raisman,USA,6.3,8.85,-0.3,14.85,2015,final
4.0,ellie black,CAN,5.7,8.65,0.0,14.25,2015,final
5.0,isabela onyshko,CAN,5.6,8.55,0.0,14.15,2015,final
6.0,martina rizzelli,ITA,5.7,8.2,0.0,13.9,2015,final
8.0,camille bahl,FRA,5.1,7.95,0.0,12.75,2015,final
1.0,aly raisman,USA,6.2,8.9,0.0,15.1,2016,final
8.0,courtney mcgregor,NZL,5.3,7.825,-0.1,13.025,2016,final
1.0,melanie de jesus dos santos,FRA,5.5,8.266,0.0,13.766,2021,final
2.0,denisa golgota,ROU,5.5,8.1,0.0,13.6,2021,final
3.0,axelle klinckaert,BEL,5.3,8.1,0.0,13.4,2021,final
4.0,celine van gerner,NED,4.6,8.7,0.0,13.3,2021,final
5.0,martina basile,ITA,5.2,7.966,0.0,13.166,2021,final
6.0,angelina melnikova,RUS,5.4,7.866,-0.1,13.166,2021,final
7.0,jessica castles,SWE,4.7,8.1,0.0,12.8,2021,final
8.0,georgia-mae fenton,GBR,4.5,8.133,0.0,12.633,2021,final
1.0,angelina melnikova,RUS,5.9,8.033,-0.1,13.833,2021,qual
2.0,melanie de jesus dos santos,FRA,5.5,8.233,0.0,13.733,2021,qual
3.0,axelle klinckaert,BEL,5.3,8.1,0.0,13.4,2021,qual
4.0,georgia-mae fenton,GBR,4.8,8.4,0.0,13.2,2021,qual
5.0,denisa golgota,ROU,5.2,7.966,0.0,13.166,2021,qual
6.0,jessica castles,SWE,4.9,8.2,0.0,13.1,2021,qual
7.0,martina basile,ITA,5.2,7.9,0.0,13.1,2021,qual
8.0,celine van gerner,NED,4.6,8.466,0.0,13.066,2021,qual
10.0,kelly simm,GBR,5.0,7.933,0.0,12.933,2021,qual
12.0,alice kinsella,GBR,5.0,7.9,0.0,12.9,2021,qual
14.0,aneta holasova,CZE,4.7,8.133,0.0,12.833,2021,qual
15.0,marine boyer,FRA,4.8,8.033,0.0,12.833,2021,qual
16.0,pauline schäfer,GER,4.8,8.066,-0.1,12.766,2021,qual
17.0,kim bui,GER,5.1,7.733,-0.1,12.733,2021,qual
18.0,tisha volleman,NED,4.7,8.0,0.0,12.7,2021,qual
18.0,ilaria käslin,SUI,4.7,8.0,0.0,12.7,2021,qual
20.0,lorette charpy,FRA,4.8,7.9,0.0,12.7,2021,qual
20.0,marta pihan-kulesza,POL,4.8,7.9,0.0,12.7,2021,qual
22.0,diana varinska,UKR,5.2,7.566,-0.1,12.666,2021,qual
23.0,dorina böczögö,HUN,4.8,8.133,-0.3,12.633,2021,qual
24.0,cintia rodriguez,ESP,4.5,8.133,0.0,12.633,2021,qual
25.0,maellyse brassart,BEL,4.9,7.733,0.0,12.633,2021,qual
27.0,barbora mokosova,SVK,4.6,7.933,0.0,12.533,2021,qual
28.0,sara peter,HUN,4.6,7.933,0.0,12.5,2021,qual
31.0,valeriia osipova,UKR,4.8,7.6,0.0,12.4,2021,qual
32.0,ana perez,ESP,4.8,7.566,0.0,12.366,2021,qual
34.0,linnea wang,DEN,4.4,7.8,0.0,12.2,2021,qual
35.0,gabriela janik,POL,4.5,7.7,0.0,12.2,2021,qual
36.0,vera van pol,NED,4.5,7.766,-0.1,12.166,2021,qual
37.0,caterina cereghetti,ITA,4.6,7.666,-0.1,12.166,2021,qual
38.0,jasmin mader,AUT,4.6,7.533,0.0,12.133,2021,qual
39.0,dominika ponizilova,CZE,4.5,7.6,0.0,12.1,2021,qual
42.0,demet mutlu,TUR,4.4,7.766,-0.1,12.066,2021,qual
46.0,angelina radivilova,UKR,5.1,6.933,0.0,12.033,2021,qual
48.0,bianca frysak,AUT,4.4,7.6,0.0,12.0,2021,qual
50.0,tutya yilmaz,TUR,4.7,7.3,0.0,12.0,2021,qual
52.0,lucija hribar,SLO,4.2,7.766,0.0,11.966,2021,qual
55.0,edel fosse,NOR,4.4,7.5,-0.1,11.8,2021,qual
56.0,margret kristinsdottir,ISL,4.0,7.766,0.0,11.766,2021,qual
58.0,thelma adalsteinsdottir,ISL,4.3,7.466,0.0,11.766,2021,qual
59.0,katarzyna jurkowska,POL,4.0,7.733,0.0,11.733,2021,qual
60.0,lilia akhaimova,RUS,5.4,6.633,-0.3,11.733,2021,qual
61.0,mette hulgaard,DEN,4.2,7.5,0.0,11.7,2021,qual
65.0,radoslava kalamarova,SVK,4.1,7.366,0.0,11.466,2021,qual
66.0,chiara bunce,SVK,4.7,7.1,-0.4,11.4,2021,qual
67.0,marlies männersdorfer,AUT,4.3,7.1,0.0,11.4,2021,qual
68.0,christina zwicker,CRO,4.3,7.0,0.0,11.3,2021,qual
70.0,julie søderstrøm,NOR,4.2,7.366,-0.3,11.266,2021,qual
71.0,tjasa kysselef,SLO,4.4,6.866,0.0,11.266,2021,qual
74.0,göksu üctas sanli,TUR,4.7,7.033,-0.6,11.133,2021,qual
75.0,ofir netzer,ISR,4.6,6.6,-0.1,11.1,2021,qual
76.0,marija ribalcenko,LAT,4.5,6.6,0.0,11.1,2021,qual
78.0,adela sajn,SLO,3.8,7.3,-0.1,11.0,2021,qual
79.0,argyro afrati,GRE,4.4,6.6,0.0,11.0,2021,qual
82.0,anastasija dubova,LAT,3.6,7.133,0.0,10.733,2021,qual
1.0,jessica gadirova,GBR,5.5,8.466,0.0,13.966,2021,final
2.0,angelina melnikova,RUS,5.9,8.0,0.0,13.9,2021,final
3.0,vanessa ferrari,ITA,5.7,7.9,0.0,13.6,2021,final
4.0,martina maggio,ITA,5.3,7.966,0.0,13.266,2021,final
5.0,maria ceplinschi,ROU,5.2,7.866,-0.1,12.966,2021,final
6.0,kim bui,GER,5.1,7.8,-0.3,12.6,2021,final
7.0,viktoria listunova,RUS,5.2,6.833,0.0,12.033,2021,final
8.0,carolann heduit,FRA,1.6,9.566,-8.5,2.666,2021,final
1.0,angelina melnikova,RUS,6.0,8.3,0.0,14.3,2021,qual
2.0,viktoria listunova,RUS,5.6,8.433,0.0,14.033,2021,qual
3.0,jessica gadirova,GBR,5.5,8.366,0.0,13.866,2021,qual
4.0,vanessa ferrari,ITA,5.7,7.933,0.0,13.633,2021,qual
5.0,giulia steingruber,SUI,5.3,8.166,0.0,13.466,2021,qual
6.0,larisa iordache,ROU,5.7,8.0,-0.3,13.4,2021,qual
7.0,martina maggio,ITA,5.3,8.133,-0.1,13.333,2021,qual
8.0,vladislava urazova,RUS,5.2,8.133,0.0,13.333,2021,qual
9.0,kim bui,GER,5.3,8.033,0.0,13.333,2021,qual
10.0,maria ceplinschi,ROU,5.3,7.966,0.0,13.266,2021,qual
11.0,carolann heduit,FRA,5.1,8.0,0.0,13.1,2021,qual
12.0,alice kinsella,GBR,5.1,7.933,0.0,13.033,2021,qual
14.0,anastasiia bachynska,UKR,4.9,8.066,0.0,12.966,2021,qual
16.0,phoebe jakubczyk,GBR,4.8,8.066,0.0,12.866,2021,qual
18.0,jutta verkest,BEL,4.9,7.933,0.0,12.833,2021,qual
19.0,lieke wevers,NED,4.7,8.1,0.0,12.8,2021,qual
21.0,ana derek,CRO,5.0,7.766,0.0,12.766,2021,qual
22.0,tisha volleman,NED,5.2,7.566,0.0,12.766,2021,qual
23.0,göksu üctas sanli,TUR,4.8,7.833,0.0,12.633,2021,qual
24.0,naomi visser,NED,5.0,7.566,0.0,12.566,2021,qual
25.0,jasmin mader,AUT,4.8,7.666,0.0,12.466,2021,qual
26.0,zoja szekely,HUN,4.5,7.933,0.0,12.433,2021,qual
27.0,marta pihan-kulesza,POL,5.1,7.333,0.0,12.433,2021,qual
28.0,aneta holasova,CZE,4.7,7.666,0.0,12.366,2021,qual
29.0,filipa martins,POR,4.7,7.633,0.0,12.333,2021,qual
30.0,ada hautala,FIN,5.1,7.533,-0.3,12.333,2021,qual
31.0,lihie raz,ISR,4.9,7.433,0.0,12.333,2021,qual
33.0,elina vihrova,LAT,4.6,7.666,0.0,12.266,2021,qual
35.0,argyro afrati,GRE,4.3,7.933,0.0,12.233,2021,qual
36.0,tonya paulsson,SWE,4.7,7.533,0.0,12.233,2021,qual
37.0,barbora mokosova,SVK,4.3,7.866,0.0,12.166,2021,qual
38.0,marine boyer,FRA,4.6,7.666,-0.1,12.166,2021,qual
39.0,yelyzaveta hubareva,UKR,4.8,7.366,0.0,12.166,2021,qual
41.0,magdalini tsiori,GRE,4.6,7.633,-0.1,12.133,2021,qual
42.0,juliane tøssebro,NOR,4.5,7.6,0.0,12.1,2021,qual
44.0,antonia duta,ROU,5.1,7.0,0.0,12.1,2021,qual
45.0,emelie westlund,SWE,4.3,7.766,0.0,12.066,2021,qual
46.0,camille rasmussen,DEN,4.5,7.566,0.0,12.066,2021,qual
47.0,celeste mordenti,LUX,4.3,7.733,0.0,12.033,2021,qual
48.0,noga shalit,ISR,4.7,7.433,-0.1,12.033,2021,qual
49.0,julie søderstrøm,NOR,4.6,7.433,0.0,12.033,2021,qual
51.0,emma slevin,IRL,4.6,7.666,-0.3,11.966,2021,qual
52.0,marlies männersdorfer,AUT,4.3,7.666,0.0,11.966,2021,qual
52.0,margret kristinsdottir,ISL,4.3,7.666,0.0,11.966,2021,qual
54.0,brygida urbanska,POL,4.4,7.566,0.0,11.966,2021,qual
56.0,stefanie siegenthaler,SUI,4.3,7.633,0.0,11.933,2021,qual
57.0,csenge bacskay,HUN,4.5,7.366,0.0,11.866,2021,qual
60.0,sara sulekic,CRO,4.4,7.4,0.0,11.8,2021,qual
62.0,lucija hribar,SLO,4.3,7.466,0.0,11.766,2021,qual
63.0,marija ribalcenko,LAT,4.4,7.366,0.0,11.766,2021,qual
64.0,freja petersen,DEN,4.4,7.333,0.0,11.733,2021,qual
66.0,maisa kuusikko,FIN,4.7,7.0,0.0,11.7,2021,qual
67.0,elvira katsali,GRE,4.1,7.666,-0.1,11.666,2021,qual
68.0,milana minakovskaya,AZE,4.3,7.466,-0.1,11.666,2021,qual
69.0,hildur gudmundsdottir,ISL,4.3,7.433,-0.1,11.633,2021,qual
70.0,arina olenova,LAT,4.1,7.433,0.0,11.533,2021,qual
71.0,bilge tarhan,TUR,4.2,7.333,0.0,11.533,2021,qual
73.0,anina wildi,SUI,4.3,7.5,-0.3,11.5,2021,qual
76.0,ofir netzer,ISR,4.4,7.033,0.0,11.433,2021,qual
78.0,mali neurauter,NOR,4.2,7.1,0.0,11.3,2021,qual
80.0,edel fosse,NOR,4.1,7.433,-0.3,11.233,2021,qual
81.0,emma malewski,GER,4.4,7.233,-0.4,11.233,2021,qual
82.0,emilia kulczynska,POL,4.3,6.9,0.0,11.2,2021,qual
86.0,sara peter,HUN,5.0,5.766,0.0,10.766,2021,qual
88.0,anastasiya smantsar,BLR,4.2,6.6,-0.3,10.5,2021,qual
90.0,anna locmele,LAT,3.6,6.866,-0.3,10.166,2021,qual
91.0,anastasiya alistratava,BLR,4.1,5.666,0.0,9.766,2021,qual
1.0,mykayla skinner,USA,6.4,8.35,0.0,14.75,2014,final
2.0,jessica lopez,VEN,5.7,8.775,0.0,14.475,2014,final
1.0,anastasiia bachynska,UKR,5.1,8.1,0.0,13.2,2019,final
2.0,aneta holasova,CZE,4.9,8.066,0.0,12.966,2019,final
3.0,jessica castles,SWE,4.9,8.033,0.0,12.933,2019,final
4.0,anastasiya alistratava,BLR,4.9,8.0,0.0,12.9,2019,final
5.0,adela sajn,SLO,4.7,7.966,0.0,12.666,2019,final
6.0,denisa golgota,ROU,5.6,7.0,-0.3,12.3,2019,final
1.0,denisa golgota,ROU,5.6,7.533,0.0,13.133,2019,qual
2.0,anastasiia bachynska,UKR,5.1,7.966,0.0,13.066,2019,qual
3.0,jessica castles,SWE,4.9,8.066,0.0,12.966,2019,qual
4.0,angelina radivilova,UKR,5.4,7.666,-0.1,12.966,2019,qual
5.0,adela sajn,SLO,4.7,8.166,0.0,12.866,2019,qual
6.0,aneta holasova,CZE,4.9,8.066,-0.1,12.866,2019,qual
7.0,anastasiya alistratava,BLR,4.9,8.033,-0.1,12.833,2019,qual
8.0,angelina melnikova,RUS,5.4,7.4,0.0,12.8,2019,qual
9.0,georgia-mae fenton,GBR,4.9,7.833,0.0,12.733,2019,qual
10.0,diana varinska,UKR,5.2,7.8,-0.3,12.7,2019,qual
11.0,naomi visser,NED,4.9,7.766,0.0,12.666,2019,qual
12.0,elina vihrova,LAT,5.1,7.5,0.0,12.6,2019,qual
13.0,lorette charpy,FRA,5.0,7.633,-0.1,12.533,2019,qual
14.0,cintia rodriguez,ESP,4.2,8.266,0.0,12.466,2019,qual
15.0,filipa martins,POR,4.5,7.9,0.0,12.4,2019,qual
16.0,aline friess,FRA,5.0,7.666,-0.3,12.366,2019,qual
17.0,zoja szekely,HUN,4.6,7.733,0.0,12.333,2019,qual
19.0,gabriela janik,POL,4.4,7.8,0.0,12.2,2019,qual
19.0,tjasa kysselef,SLO,4.4,7.8,0.0,12.2,2019,qual
21.0,bianka schermann,HUN,4.9,7.166,0.0,12.066,2019,qual
22.0,dominika ponizilova,CZE,4.4,7.6,0.0,12.0,2019,qual
23.0,carolann heduit,FRA,4.8,7.066,0.0,11.866,2019,qual
25.0,sara peter,HUN,5.1,6.666,0.0,11.766,2019,qual
26.0,emma slevin,IRE,4.5,7.533,-0.3,11.733,2019,qual
27.0,chiara bunce,SVK,4.6,6.966,0.0,11.566,2019,qual
29.0,bianca frysak,AUT,4.2,7.166,0.0,11.366,2019,qual
31.0,elvira katsali,GRE,4.4,6.833,0.0,11.233,2019,qual
32.0,celeste mordenti,LUX,4.1,7.1,0.0,11.2,2019,qual
33.0,ofir netzer,ISR,4.6,6.666,-0.1,11.166,2019,qual
35.0,nazli savranbasi,TUR,4.8,6.3,0.0,11.1,2019,qual
1.0,polina fedorova,RUS,5.8,8.4,0.0,14.2,2015,final
2.0,daria elizarova,RUS,5.6,8.533,0.0,14.133,2015,final
3.0,kelly simm,GBR,5.8,8.166,0.0,13.966,2015,final
4.0,asuka teramoto,JPN,5.4,8.133,0.0,13.533,2015,final
5.0,natsumi sasada,JPN,5.4,8.033,0.0,13.433,2015,final
6.0,farah ann abdul hadi,MAS,5.1,8.3,0.0,13.4,2015,final
7.0,dilnoza abdusalimova,UZB,5.1,8.166,0.0,13.266,2015,final
8.0,filipa martins,POR,5.4,7.266,0.0,12.666,2015,final
1.0,polina fedorova,RUS,5.9,8.2,0.0,14.1,2015,qual
2.0,kelly simm,GBR,5.8,8.1,0.0,13.9,2015,qual
3.0,daria elizarova,RUS,5.6,8.3,-0.1,13.8,2015,qual
4.0,asuka teramoto,JPN,5.5,8.2,0.0,13.7,2015,qual
5.0,farah ann abdul hadi,MAS,5.3,8.25,0.0,13.55,2015,qual
6.0,filipa martins,POR,5.5,8.05,0.0,13.55,2015,qual
7.0,natsumi sasada,JPN,5.4,8.1,0.0,13.5,2015,qual
11.0,dilnoza abdusalimova,UZB,5.2,8.0,0.0,13.2,2015,qual
19.0,emma nedov,AUS,4.9,7.9,-0.4,12.4,2015,qual
24.0,sofie bråten,NOR,4.6,7.45,-0.2,11.85,2015,qual
27.0,elisabeth geurts,NED,3.9,7.4,-0.3,11.0,2015,qual
1.0,ksenia afanasyeva,RUS,6.3,8.433,0.0,14.733,2015,final
2.0,claudia fragapane,GBR,6.3,8.333,0.0,14.633,2015,final
3.0,giulia steingruber,SUI,6.0,8.466,0.0,14.466,2015,final
4.0,erika fasana,ITA,6.0,8.3,0.0,14.3,2015,final
5.0,marta pihan-kulesza,POL,6.0,8.233,0.0,14.233,2015,final
6.0,amy tinkler,GBR,5.9,8.1,0.0,14.0,2015,final
7.0,maria kharenkova,RUS,5.8,8.233,-0.1,13.933,2015,final
8.0,andreea munteanu,ROU,5.5,8.366,0.0,13.866,2015,final
1.0,giulia steingruber,SUI,6.0,8.333,0.0,14.333,2015,qual
2.0,ksenia afanasyeva,RUS,6.1,8.166,0.0,14.266,2015,qual
3.0,amy tinkler,GBR,5.9,8.3,0.0,14.2,2015,qual
4.0,marta pihan-kulesza,POL,5.9,8.233,0.0,14.133,2015,qual
5.0,maria kharenkova,RUS,5.9,8.166,0.0,14.066,2015,qual
6.0,erika fasana,ITA,6.0,8.3,-0.3,14.0,2015,qual
7.0,claudia fragapane,GBR,6.1,8.166,-0.3,13.966,2015,qual
8.0,andreea munteanu,ROU,5.4,8.4,0.0,13.8,2015,qual
9.0,eythora thorsdottir,NED,5.6,8.3,-0.1,13.8,2015,qual
12.0,filipa martins,POR,5.6,7.966,0.0,13.566,2015,qual
13.0,vanessa ferrari,ITA,5.7,7.825,0.0,13.525,2015,qual
15.0,pauline tratz,GER,5.3,8.133,0.0,13.433,2015,qual
16.0,ellie downie,GBR,5.6,8.1,-0.3,13.4,2015,qual
17.0,carlotta ferlito,ITA,5.3,8.1,0.0,13.4,2015,qual
18.0,camille bahl,FRA,5.0,8.383,0.0,13.383,2015,qual
19.0,ana perez,ESP,5.5,7.8,0.0,13.3,2015,qual
20.0,martina rizzelli,ITA,5.7,7.533,0.0,13.233,2015,qual
23.0,diana bulimar,ROU,5.5,7.566,0.0,13.066,2015,qual
24.0,veronika cenkova,CZE,5.1,7.866,0.0,12.966,2015,qual
27.0,katarzyna jurkowska,POL,5.2,7.733,-0.1,12.833,2015,qual
30.0,ellis o’reilly,IRL,4.9,7.833,0.0,12.733,2015,qual
32.0,tara donnelly,IRL,4.8,7.9,0.0,12.7,2015,qual
34.0,gaya giladi,ISR,4.8,7.833,0.0,12.633,2015,qual
35.0,tzuf feldon,ISR,4.7,7.866,0.0,12.566,2015,qual
36.0,tjasa kysselef,SLO,4.6,7.9,0.0,12.5,2015,qual
39.0,barbora mokosova,SVK,4.4,7.933,0.0,12.333,2015,qual
41.0,marina nekrasova,AZE,5.0,7.5,-0.3,12.2,2015,qual
46.0,paula raya,ESP,4.8,7.333,0.0,12.133,2015,qual
47.0,maria simou,GRE,4.4,7.7,0.0,12.1,2015,qual
50.0,linnea wang,DEN,4.6,7.433,0.0,12.033,2015,qual
54.0,noel van klaveren,NED,5.6,6.366,-0.1,11.866,2015,qual
56.0,dina nygaard,NOR,4.4,7.333,0.0,11.733,2015,qual
59.0,nora fernandez,ESP,5.0,6.8,-0.1,11.7,2015,qual
60.0,mette hulgaard,DEN,4.9,7.066,-0.3,11.666,2015,qual
61.0,ilaria käslin,SUI,5.2,6.433,0.0,11.633,2015,qual
64.0,nato dzidziguri,GEO,4.9,6.866,-0.3,11.466,2015,qual
66.0,tutya yilmaz,TUR,5.2,6.266,-0.1,11.366,2015,qual
